Package,IIPUD,IIPED,IPIC,PF,IPSC,post,Package.Name,N,A,Ce,Ca,I,D,pkgLOC,pkgKLOC
org.eclipse.jdt.internal.debug.core.hcr,0.077380952,1,0.99765808,0,1,2,org.eclipse.jdt.internal.debug.core.hcr,6,0.2,16,1,0.941176471,0.141176471,1584,1.584
org.eclipse.jdt.internal.debug.core.model,0.087066779,1,0.981264637,0,0.083333333,10,org.eclipse.jdt.internal.debug.core.model,27,0.173913043,14,8,0.636363636,0.18972332,5027,5.027
org.eclipse.jdt.internal.debug.eval,0.111570248,1,0.99765808,0,1,0,org.eclipse.jdt.internal.debug.eval,3,0,12,1,0.923076923,0.076923077,864,0.864
org.eclipse.jdt.internal.debug.eval.ast.engine,0.081339713,1,0.995316159,0,0.5,0,org.eclipse.jdt.internal.debug.eval.ast.engine,11,0.1,12,2,0.857142857,0.042857143,3989,3.989
org.eclipse.jdt.internal.debug.eval.ast.instructions,0.123376623,1,0.99765808,0,1,1,org.eclipse.jdt.internal.debug.eval.ast.instructions,76,0.101449275,13,1,0.928571429,0.030020704,2768,2.768
org.eclipse.jdt.internal.debug.ui,0.023169601,0.19,0.981264637,0,0.125,8,org.eclipse.jdt.internal.debug.ui,48,0.090909091,52,8,0.866666667,0.042424242,6441,6.441
org.eclipse.jdt.internal.debug.ui.actions,0.025884311,0.25,0.992974239,0,0.277777778,4,org.eclipse.jdt.internal.debug.ui.actions,87,0.175675676,45,3,0.9375,0.113175676,7471,7.471
org.eclipse.jdt.internal.debug.ui.console,0.111111111,1,1,0,1,0,org.eclipse.jdt.internal.debug.ui.console,7,0,14,0,0,1,540,0.54
org.eclipse.jdt.internal.debug.ui.display,0.039322917,0.4375,0.992974239,0,0.333333333,2,org.eclipse.jdt.internal.debug.ui.display,11,0.1,32,3,0.914285714,0.014285714,1070,1.07
org.eclipse.jdt.internal.debug.ui.launcher,0.0295522,0.220779221,0.990632319,0.125,0.25,5,org.eclipse.jdt.internal.debug.ui.launcher,42,0.105263158,45,4,0.918367347,0.023630505,4329,4.329
org.eclipse.jdt.internal.debug.ui.monitors,0.089635854,0.666666667,1,0,1,1,org.eclipse.jdt.internal.debug.ui.monitors,16,0.142857143,15,0,0,0.857142857,1218,1.218
org.eclipse.jdt.internal.debug.ui.snippeteditor,0.02756527,0.25,0.995316159,0,0.5,4,org.eclipse.jdt.internal.debug.ui.snippeteditor,17,0.133333333,50,2,0.961538462,0.094871795,2319,2.319
org.eclipse.jdt.internal.eval,0.08141321,0.253333333,0.995316159,0,0.5,0,org.eclipse.jdt.internal.eval,28,0.12,17,2,0.894736842,0.014736842,6401,6.401
org.eclipse.jdt.internal.formatter,0.3,1,0.99765808,0,1,0,org.eclipse.jdt.internal.formatter,1,0,8,1,0.888888889,0.111111111,1914,1.914
org.eclipse.jdt.internal.formatter.impl,0.75,1,0.99765808,0,1,0,org.eclipse.jdt.internal.formatter.impl,2,0,4,1,0.8,0.2,337,0.337
org.eclipse.jdt.internal.junit.launcher,0.050046339,0.75,0.99765808,0,1,3,org.eclipse.jdt.internal.junit.launcher,8,0.333333333,31,1,0.96875,0.302083333,1102,1.102
org.eclipse.jdt.internal.junit.runner,0.625,1,0.99765808,0,1,0,org.eclipse.jdt.internal.junit.runner,2,0,7,1,0.875,0.125,489,0.489
org.eclipse.jdt.internal.junit.ui,0.034642857,0.270833333,0.990632319,0,0.25,4,org.eclipse.jdt.internal.junit.ui,25,0.25,41,4,0.911111111,0.161111111,3585,3.585
org.eclipse.jdt.internal.junit.util,0.056818182,1,0.992974239,0,0.333333333,3,org.eclipse.jdt.internal.junit.util,11,0.1,27,3,0.9,0,1053,1.053
org.eclipse.jdt.internal.junit.wizards,0.043,0.75,0.99765808,0,1,5,org.eclipse.jdt.internal.junit.wizards,9,0.125,38,1,0.974358974,0.099358974,2418,2.418
org.eclipse.jdt.internal.launching,0.087533156,0.428571429,0.990632319,0,0.25,5,org.eclipse.jdt.internal.launching,26,0,20,4,0.833333333,0.166666667,3297,3.297
org.eclipse.jdt.internal.launching.macosx,0.3125,0.466666667,1,0,1,0,org.eclipse.jdt.internal.launching.macosx,5,0,9,0,0,1,267,0.267
org.eclipse.jdt.internal.launching.support,1,1,1,0,1,0,org.eclipse.jdt.internal.launching.support,1,0,2,0,0,1,12,0.012
org.eclipse.jdt.internal.ui,0.049145299,0.666666667,0.87587822,0,0.018867925,5,org.eclipse.jdt.internal.ui,23,0.210526316,31,48,0.392405063,0.397068621,1542,1.542
org.eclipse.jdt.internal.ui.actions,0.043508772,1,0.967213115,0,0.071428571,4,org.eclipse.jdt.internal.ui.actions,16,0,34,14,0.708333333,0.291666667,1130,1.13
org.eclipse.jdt.internal.ui.browsing,0.04526749,0.25,0.992974239,0,0.333333333,1,org.eclipse.jdt.internal.ui.browsing,24,0.142857143,35,4,0.897435897,0.04029304,4139,4.139
org.eclipse.jdt.internal.ui.compare,0.032442748,0.25,0.995316159,0,0.5,1,org.eclipse.jdt.internal.ui.compare,25,0.086956522,46,2,0.958333333,0.045289855,2583,2.583
org.eclipse.jdt.internal.ui.dialogs,0.061102832,0.666666667,0.957845433,0.055555556,0.055555556,0,org.eclipse.jdt.internal.ui.dialogs,14,0.076923077,27,15,0.642857143,0.28021978,1176,1.176
org.eclipse.jdt.internal.ui.dnd,0.110294118,1,0.990632319,0,0.25,0,org.eclipse.jdt.internal.ui.dnd,9,0.285714286,14,4,0.777777778,0.063492063,467,0.467
org.eclipse.jdt.internal.ui.filters,0.079545455,0.75,0.988290398,0,0.2,1,org.eclipse.jdt.internal.ui.filters,17,0,20,5,0.8,0.2,701,0.701
org.eclipse.jdt.internal.ui.jarpackager,0.040885417,0.4,0.99765808,0,1,0,org.eclipse.jdt.internal.ui.jarpackager,18,0.125,39,1,0.975,0.1,3874,3.874
org.eclipse.jdt.internal.ui.javadocexport,0.040564904,0.75,0.99765808,0,1,2,org.eclipse.jdt.internal.ui.javadocexport,13,0.083333333,43,1,0.977272727,0.060606061,3184,3.184
org.eclipse.jdt.internal.ui.javaeditor,0.022448699,0.257142857,0.941451991,0,0.04,5,org.eclipse.jdt.internal.ui.javaeditor,39,0.147058824,56,24,0.7,0.152941176,7029,7.029
org.eclipse.jdt.internal.ui.javaeditor.selectionactions,0.096774194,1,0.99765808,0,1,0,org.eclipse.jdt.internal.ui.javaeditor.selectionactions,7,0.166666667,19,1,0.95,0.116666667,554,0.554
org.eclipse.jdt.internal.ui.packageview,0.030488583,0.2125,0.983606557,0,0.142857143,4,org.eclipse.jdt.internal.ui.packageview,20,0,41,7,0.854166667,0.145833333,3343,3.343
org.eclipse.jdt.internal.ui.preferences,0.029875,0.5,0.962529274,0,0.0625,10,org.eclipse.jdt.internal.ui.preferences,37,0.027777778,45,15,0.75,0.222222222,7773,7.773
org.eclipse.jdt.internal.ui.refactoring,0.023386571,0.204545455,0.981264637,0.025,0.125,10,org.eclipse.jdt.internal.ui.refactoring,75,0.171875,54,8,0.870967742,0.042842742,8558,8.558
org.eclipse.jdt.internal.ui.refactoring.actions,0.039130435,0.555555556,0.992974239,0,0.333333333,3,org.eclipse.jdt.internal.ui.refactoring.actions,14,0.076923077,37,3,0.925,0.001923077,1249,1.249
org.eclipse.jdt.internal.ui.refactoring.changes,0.2,1,0.990632319,0,0.25,1,org.eclipse.jdt.internal.ui.refactoring.changes,2,0,8,4,0.666666667,0.333333333,88,0.088
org.eclipse.jdt.internal.ui.refactoring.code,0.112426036,1,0.995316159,0,0.5,0,org.eclipse.jdt.internal.ui.refactoring.code,4,0,15,2,0.882352941,0.117647059,363,0.363
org.eclipse.jdt.internal.ui.refactoring.nls,0.044754219,0.666666667,0.99765808,0,1,0,org.eclipse.jdt.internal.ui.refactoring.nls,7,0,31,1,0.96875,0.03125,1202,1.202
org.eclipse.jdt.internal.ui.refactoring.nls.search,0.045972644,0.555555556,1,0,1,0,org.eclipse.jdt.internal.ui.refactoring.nls.search,8,0,34,0,0,1,1096,1.096
org.eclipse.jdt.internal.ui.refactoring.sef,0.127272727,1,0.99765808,0,1,0,org.eclipse.jdt.internal.ui.refactoring.sef,2,0,12,1,0.923076923,0.076923077,214,0.214
org.eclipse.jdt.internal.ui.reorg,0.038701923,0.555555556,0.995316159,0,0.5,2,org.eclipse.jdt.internal.ui.reorg,25,0.136363636,39,4,0.906976744,0.043340381,3059,3.059
org.eclipse.jdt.internal.ui.search,0.034624413,0.25,0.985948478,0.166666667,0.166666667,0,org.eclipse.jdt.internal.ui.search,27,0.08,41,6,0.872340426,0.047659574,2688,2.688
org.eclipse.jdt.internal.ui.text,0.045168067,0.555555556,0.988290398,0.2,0.2,3,org.eclipse.jdt.internal.ui.text,23,0.15,34,8,0.80952381,0.04047619,2602,2.602
org.eclipse.jdt.internal.ui.text.correction,0.025007186,0.75,0.992974239,0,0.333333333,6,org.eclipse.jdt.internal.ui.text.correction,36,0.058823529,49,3,0.942307692,0.001131222,5347,5.347
org.eclipse.jdt.internal.ui.text.java,0.033221351,0.555555556,0.983606557,0,0.142857143,2,org.eclipse.jdt.internal.ui.text.java,26,0.130434783,40,8,0.833333333,0.036231884,3336,3.336
org.eclipse.jdt.internal.ui.text.java.hover,0.074829932,1,0.992974239,0,0.333333333,0,org.eclipse.jdt.internal.ui.text.java.hover,10,0.111111111,22,3,0.88,0.008888889,658,0.658
org.eclipse.jdt.internal.ui.text.javadoc,0.060150376,0.666666667,0.990632319,0,0.25,1,org.eclipse.jdt.internal.ui.text.javadoc,6,0,23,3,0.884615385,0.115384615,1435,1.435
org.eclipse.jdt.internal.ui.text.link,0.087438424,1,0.992974239,0,0.333333333,0,org.eclipse.jdt.internal.ui.text.link,4,0.333333333,18,3,0.857142857,0.19047619,823,0.823
org.eclipse.jdt.internal.ui.text.template,0.086524823,1,0.983606557,0,0.142857143,0,org.eclipse.jdt.internal.ui.text.template,5,0,17,7,0.708333333,0.291666667,432,0.432
org.eclipse.jdt.internal.ui.typehierarchy,0.035673624,0.333333333,0.995316159,0.25,0.5,1,org.eclipse.jdt.internal.ui.typehierarchy,27,0.125,35,2,0.945945946,0.070945946,3022,3.022
org.eclipse.jdt.internal.ui.util,0.042539683,0.5,0.911007026,0,0.026315789,0,org.eclipse.jdt.internal.ui.util,17,0,36,34,0.514285714,0.485714286,1478,1.478
org.eclipse.jdt.internal.ui.viewsupport,0.053654024,0.34375,0.946135831,0,0.043478261,0,org.eclipse.jdt.internal.ui.viewsupport,23,0.095238095,25,24,0.510204082,0.394557823,2012,2.012
org.eclipse.jdt.internal.ui.wizards,0.036874237,0.36,0.992974239,0,0.333333333,0,org.eclipse.jdt.internal.ui.wizards,25,0.136363636,41,5,0.891304348,0.027667984,1758,1.758
org.eclipse.jdt.internal.ui.wizards.buildpaths,0.033564815,0.259259259,0.981264637,0,0.125,3,org.eclipse.jdt.internal.ui.wizards.buildpaths,31,0.033333333,39,5,0.886363636,0.08030303,5733,5.733
org.eclipse.jdt.internal.ui.wizards.dialogfields,0.12962963,1,0.983606557,0,0.142857143,0,org.eclipse.jdt.internal.ui.wizards.dialogfields,16,0.333333333,11,6,0.647058824,0.019607843,2306,2.306
org.eclipse.jdt.internal.ui.workingsets,0.055900621,0.333333333,0.995316159,0,0.5,0,org.eclipse.jdt.internal.ui.workingsets,9,0,27,2,0.931034483,0.068965517,815,0.815
org.eclipse.jdt.junit,1,1,1,0,1,0,org.eclipse.jdt.junit,1,0,1,1,0.5,0.5,14,0.014
org.eclipse.jdt.launching,0.221621622,1,0.962529274,0.03125,0.0625,6,org.eclipse.jdt.launching,23,1.555555556,12,14,0.461538462,1.017094017,2051,2.051
org.eclipse.jdt.launching.sourcelookup,0.147435897,1,0.985948478,0,0.166666667,1,org.eclipse.jdt.launching.sourcelookup,8,0.142857143,15,5,0.75,0.107142857,1114,1.114
org.eclipse.jdt.ui,0.038809144,0.666666667,0.878220141,0,0.019230769,2,org.eclipse.jdt.ui,18,0.8,36,45,0.444444444,0.244444444,1932,1.932
org.eclipse.jdt.ui.actions,0.02232271,1,0.976580796,0.05,0.1,20,org.eclipse.jdt.ui.actions,76,0.04109589,57,11,0.838235294,0.120668815,8875,8.875
org.eclipse.jdt.ui.jarpackager,0.173611111,1,1,0,1,0,org.eclipse.jdt.ui.jarpackager,6,2,12,0,0,1,465,0.465
org.eclipse.jdt.ui.refactoring,0.126470588,1,0.99765808,0,1,0,org.eclipse.jdt.ui.refactoring,1,0,12,1,0.923076923,0.076923077,167,0.167
org.eclipse.jdt.ui.text,0.070175439,1,0.971896956,0,0.083333333,0,org.eclipse.jdt.ui.text,5,1.5,22,14,0.611111111,1.111111111,446,0.446
org.eclipse.jdt.ui.text.java,1,1,1,0,1,0,org.eclipse.jdt.ui.text.java,3,0,3,1,0.75,0.25,14,0.014
org.eclipse.jdt.ui.text.java.hover,1,1,1,0,1,0,org.eclipse.jdt.ui.text.java.hover,1,0,2,1,0.666666667,0.333333333,6,0.006
org.eclipse.jdt.ui.wizards,0.081232493,1,0.990632319,0.083333333,0.25,3,org.eclipse.jdt.ui.wizards,10,1,34,5,0.871794872,0.871794872,2043,2.043
org.eclipse.jface.action,0.136507937,1,0.793911007,0.005681818,0.011363636,1,org.eclipse.jface.action,27,1.25,13,88,0.128712871,0.378712871,2845,2.845
org.eclipse.jface.dialogs,0.148648649,1,0.679156909,0.00486618,0.00729927,4,org.eclipse.jface.dialogs,16,1,16,108,0.129032258,0.129032258,1956,1.956
org.eclipse.jface.operation,0.428571429,1,0.976580796,0,0.1,0,org.eclipse.jface.operation,4,1,6,63,0.086956522,0.086956522,257,0.257
org.eclipse.jface.preference,0.128888889,1,0.880562061,0.011764706,0.015686275,4,org.eclipse.jface.preference,26,0.625,13,61,0.175675676,0.199324324,3440,3.44
org.eclipse.jface.resource,0.234782609,1,0.714285714,0.008196721,0.004098361,2,org.eclipse.jface.resource,11,0.222222222,10,96,0.094339623,0.683438155,1144,1.144
org.eclipse.jface.text,0.137152778,0.75,0.854800937,0.012096774,0.016129032,0,org.eclipse.jface.text,96,1.086956522,12,66,0.153846154,0.240802676,8561,8.561
org.eclipse.jface.text.contentassist,0.161094225,1,0.981264637,0,0.125,0,org.eclipse.jface.text.contentassist,20,1,9,11,0.45,0.45,1960,1.96
org.eclipse.jface.text.formatter,1,1,0.99765808,0,1,0,org.eclipse.jface.text.formatter,3,2,3,3,0.5,1.5,326,0.326
org.eclipse.jface.text.information,0.375,1,0.995316159,0,0.5,0,org.eclipse.jface.text.information,4,3,5,4,0.555555556,2.555555556,250,0.25
org.eclipse.jface.text.presentation,1,1,0.990632319,0,0.25,0,org.eclipse.jface.text.presentation,4,3,3,7,0.3,2.3,278,0.278
org.eclipse.jface.text.reconciler,0.5625,1,0.985948478,0,0.166666667,0,org.eclipse.jface.text.reconciler,8,1,4,6,0.4,0.4,466,0.466
org.eclipse.jface.text.rules,0.368421053,1,0.974238876,0,0.090909091,0,org.eclipse.jface.text.rules,24,0.5,5,9,0.357142857,0.142857143,1267,1.267
org.eclipse.jface.text.source,0.104895105,1,0.93911007,0.038461538,0.038461538,0,org.eclipse.jface.text.source,34,0.789473684,13,32,0.288888889,0.078362573,3768,3.768
org.eclipse.jface.util,0.416666667,1,0.742388759,0.009090909,0.009090909,1,org.eclipse.jface.util,7,0.75,8,94,0.078431373,0.171568627,425,0.425
org.eclipse.jface.viewers,0.145348837,1,0.697892272,0.006342495,0.005813953,6,org.eclipse.jface.viewers,62,1.583333333,12,107,0.100840336,0.684173669,5066,5.066
org.eclipse.jface.window,0.153439153,1,0.786885246,0.010989011,0.010989011,1,org.eclipse.jface.window,3,0.5,14,60,0.189189189,0.310810811,541,0.541
org.eclipse.jface.wizard,0.1184573,0.75,0.885245902,0.020408163,0.020408163,1,org.eclipse.jface.wizard,9,3.5,14,42,0.25,2.75,1141,1.141
org.eclipse.pde.ant,0.1875,0,1,0,1,0,org.eclipse.pde.ant,1,0,11,0,0,1,138,0.138
org.eclipse.pde.core,1,1,0.981264637,0,0.125,0,org.eclipse.pde.core,9,8,4,29,0.121212121,7.121212121,108,0.108
org.eclipse.pde.core.build,1,1,1,0,1,0,org.eclipse.pde.core.build,4,0,3,8,0.272727273,0.727272727,36,0.036
org.eclipse.pde.core.plugin,1,1,1,0,1,0,org.eclipse.pde.core.plugin,17,0,5,23,0.178571429,0.821428571,200,0.2
org.eclipse.pde.internal,0.393939394,1,0.988290398,0,0.2,0,org.eclipse.pde.internal,5,0.25,8,5,0.615384615,0.134615385,243,0.243
org.eclipse.pde.internal.build,0.163043478,1,0.990632319,0,0.25,0,org.eclipse.pde.internal.build,15,0.666666667,15,4,0.789473684,0.456140351,1958,1.958
org.eclipse.pde.internal.build.ant,1,1,0.995316159,0,0.5,0,org.eclipse.pde.internal.build.ant,6,0.2,3,2,0.6,0.2,448,0.448
org.eclipse.pde.internal.build.tasks,0.3,1,1,0,1,0,org.eclipse.pde.internal.build.tasks,3,0,8,0,0,1,239,0.239
org.eclipse.pde.internal.builders,0.087533156,1,0.985948478,0,0.166666667,2,org.eclipse.pde.internal.builders,14,0.166666667,18,6,0.75,0.083333333,2185,2.185
org.eclipse.pde.internal.core,0.075075075,0.375,0.93676815,0.018518519,0.037037037,1,org.eclipse.pde.internal.core,44,0.333333333,23,27,0.46,0.206666667,6204,6.204
org.eclipse.pde.internal.core.build,0.307692308,1,0.981264637,0,0.125,0,org.eclipse.pde.internal.core.build,7,0.166666667,8,8,0.5,0.333333333,467,0.467
org.eclipse.pde.internal.core.feature,0.194444444,1,0.985948478,0,0.166666667,0,org.eclipse.pde.internal.core.feature,16,0.142857143,12,6,0.666666667,0.19047619,2229,2.229
org.eclipse.pde.internal.core.ifeature,1,1,1,0,1,0,org.eclipse.pde.internal.core.ifeature,15,0,6,11,0.352941176,0.647058824,242,0.242
org.eclipse.pde.internal.core.ischema,1,1,1,0,1,0,org.eclipse.pde.internal.core.ischema,18,0,4,10,0.285714286,0.714285714,154,0.154
org.eclipse.pde.internal.core.isite,1,1,1,0,1,0,org.eclipse.pde.internal.core.isite,13,0,6,6,0.5,0.5,163,0.163
org.eclipse.pde.internal.core.plugin,0.141762452,0.3,0.969555035,0,0.021978022,1,org.eclipse.pde.internal.core.plugin,43,0.482758621,18,13,0.580645161,0.063403782,3544,3.544
org.eclipse.pde.internal.core.schema,0.183673469,1,0.981264637,0,0.125,0,org.eclipse.pde.internal.core.schema,21,0.235294118,12,8,0.6,0.164705882,2657,2.657
org.eclipse.pde.internal.core.search,0.21875,1,0.99765808,0,1,0,org.eclipse.pde.internal.core.search,4,0.333333333,7,1,0.875,0.208333333,230,0.23
org.eclipse.pde.internal.core.site,0.195402299,1,0.990632319,0,0.25,0,org.eclipse.pde.internal.core.site,17,0.307692308,12,4,0.75,0.057692308,1754,1.754
org.eclipse.pde.internal.core.util,0,1,0.995316159,0,0.5,0,org.eclipse.pde.internal.core.util,1,0,2,2,0.5,0.5,263,0.263
org.eclipse.pde.internal.runtime,0.166666667,0.75,0.995316159,0,0.5,0,org.eclipse.pde.internal.runtime,4,0.333333333,11,2,0.846153846,0.179487179,278,0.278
org.eclipse.pde.internal.runtime.logview,0.070546737,0.4375,1,0,1,3,org.eclipse.pde.internal.runtime.logview,9,0,22,0,0,1,941,0.941
org.eclipse.pde.internal.runtime.registry,0.102040816,0.4375,0.99765808,0,1,0,org.eclipse.pde.internal.runtime.registry,18,0.2,15,1,0.9375,0.1375,758,0.758
org.eclipse.pde.internal.ui,0.044754219,0.555555556,0.948477752,0,0.045454545,0,org.eclipse.pde.internal.ui,8,0.6,36,22,0.620689655,0.220689655,1084,1.084
org.eclipse.pde.internal.ui.ant,0.4,1,1,0,1,0,org.eclipse.pde.internal.ui.ant,2,0,6,0,0,1,96,0.096
org.eclipse.pde.internal.ui.codegen,0.19047619,1,0.990632319,0.25,0.25,0,org.eclipse.pde.internal.ui.codegen,3,0.5,10,4,0.714285714,0.214285714,554,0.554
org.eclipse.pde.internal.ui.editor,0.050212766,0.234375,0.985948478,0.141025641,0.145833333,0,org.eclipse.pde.internal.ui.editor,33,0.941176471,35,7,0.833333333,0.774509804,2721,2.721
org.eclipse.pde.internal.ui.editor.build,0.055002619,0.333333333,1,0,1,0,org.eclipse.pde.internal.ui.editor.build,10,0,26,0,0,1,896,0.896
org.eclipse.pde.internal.ui.editor.feature,0.027997291,0.147368421,0.99765808,0,1,0,org.eclipse.pde.internal.ui.editor.feature,48,0.043478261,49,1,0.98,0.023478261,6082,6.082
org.eclipse.pde.internal.ui.editor.manifest,0.021015158,0.146666667,0.985948478,0,0.166666667,0,org.eclipse.pde.internal.ui.editor.manifest,69,0.029850746,60,6,0.909090909,0.061058345,9857,9.857
org.eclipse.pde.internal.ui.editor.schema,0.034567901,0.176470588,0.99765808,0,1,0,org.eclipse.pde.internal.ui.editor.schema,37,0.088235294,38,1,0.974358974,0.062594268,3517,3.517
org.eclipse.pde.internal.ui.editor.site,0.036344538,0.3125,0.99765808,0,1,0,org.eclipse.pde.internal.ui.editor.site,32,0.103448276,40,1,0.975609756,0.079058032,3897,3.897
org.eclipse.pde.internal.ui.editor.text,0.097222222,1,0.985948478,0,0.166666667,0,org.eclipse.pde.internal.ui.editor.text,12,0.333333333,16,7,0.695652174,0.028985507,398,0.398
org.eclipse.pde.internal.ui.elements,0.6,1,0.976580796,0.05,0.05,0,org.eclipse.pde.internal.ui.elements,9,0.5,4,10,0.285714286,0.214285714,172,0.172
org.eclipse.pde.internal.ui.feature,0.037483617,0.75,1,0,1,0,org.eclipse.pde.internal.ui.feature,8,0,39,0,0,1,1039,1.039
org.eclipse.pde.internal.ui.launcher,0.039126016,0.555555556,0.995316159,0,0.5,0,org.eclipse.pde.internal.ui.launcher,12,0.2,35,2,0.945945946,0.145945946,2632,2.632
org.eclipse.pde.internal.ui.parts,0.103296703,0.75,0.967213115,0.017857143,0.071428571,0,org.eclipse.pde.internal.ui.parts,13,0.444444444,16,14,0.533333333,0.022222222,808,0.808
org.eclipse.pde.internal.ui.preferences,0.052681992,0.625,0.978922717,0,0.111111111,0,org.eclipse.pde.internal.ui.preferences,10,0,28,9,0.756756757,0.243243243,1644,1.644
org.eclipse.pde.internal.ui.search,0.037239089,0.259259259,0.990632319,0,0.25,0,org.eclipse.pde.internal.ui.search,25,0,36,4,0.9,0.1,2057,2.057
org.eclipse.pde.internal.ui.util,0.134615385,0.666666667,0.957845433,0,0.027777778,0,org.eclipse.pde.internal.ui.util,11,0.222222222,15,18,0.454545455,0.323232323,420,0.42
org.eclipse.pde.internal.ui.view,0.033805668,0.36,0.99765808,0,1,0,org.eclipse.pde.internal.ui.view,14,0,42,1,0.976744186,0.023255814,1809,1.809
org.eclipse.pde.internal.ui.wizards,0.069548872,0.357142857,0.976580796,0.06,0.06,0,org.eclipse.pde.internal.ui.wizards,14,0.555555556,23,11,0.676470588,0.232026144,960,0.96
org.eclipse.pde.internal.ui.wizards.exports,0.09122807,1,0.995316159,0,0.5,0,org.eclipse.pde.internal.ui.wizards.exports,7,0.4,30,2,0.9375,0.3375,951,0.951
org.eclipse.pde.internal.ui.wizards.extension,0.053333333,0.625,1,0,1,0,org.eclipse.pde.internal.ui.wizards.extension,11,0.1,32,0,0,0.9,1253,1.253
org.eclipse.pde.internal.ui.wizards.imports,0.034234234,0.555555556,0.99765808,0,1,0,org.eclipse.pde.internal.ui.wizards.imports,15,0,41,1,0.976190476,0.023809524,3317,3.317
org.eclipse.pde.internal.ui.wizards.project,0.041387705,0.333333333,0.992974239,0,0.333333333,0,org.eclipse.pde.internal.ui.wizards.project,10,0,34,3,0.918918919,0.081081081,1388,1.388
org.eclipse.pde.internal.ui.wizards.templates,0.057239057,0.5,0.995316159,0,0.5,0,org.eclipse.pde.internal.ui.wizards.templates,27,0.038461538,26,2,0.928571429,0.032967033,2842,2.842
org.eclipse.pde.ui,0.407407407,1,0.99765808,0,1,0,org.eclipse.pde.ui,6,5,7,6,0.538461538,4.538461538,66,0.066
org.eclipse.pde.ui.templates,0.183333333,1,0.995316159,0,0.5,0,org.eclipse.pde.ui.templates,14,2.5,30,2,0.9375,2.4375,1263,1.263
org.eclipse.search.internal.core,0.5,1,0.992974239,0,0.333333333,0,org.eclipse.search.internal.core,2,1,5,3,0.625,0.625,60,0.06
org.eclipse.search.internal.core.text,0.116883117,1,0.995316159,0,0.5,1,org.eclipse.search.internal.core.text,6,0.2,14,2,0.875,0.075,467,0.467
org.eclipse.search.internal.ui,0.043093408,0.25,0.990632319,0,0.25,0,org.eclipse.search.internal.ui,36,0.028571429,32,4,0.888888889,0.082539683,3895,3.895
org.eclipse.search.internal.ui.text,0.044172932,0.375,1,0,1,0,org.eclipse.search.internal.ui.text,10,0,33,0,0,1,1406,1.406
org.eclipse.search.internal.ui.util,0.063768116,0.36,0.992974239,0.333333333,0.333333333,0,org.eclipse.search.internal.ui.util,12,0.090909091,28,3,0.903225806,0.005865103,1387,1.387
