Package,post,N,A,Ce,Ca,I,D,IIPUD,IIPED,IPIC,PGF,PSC,pkgLOC,pkgKLOC
org.eclipse.jdt.internal.compiler.impl,0,13,0.3,11,30,0.268292683,0.431707317,0.265306122,1,0.953416149,0,0.033333333,2305,2.305
org.eclipse.jdt.internal.compiler.lookup,32,42,0.448275862,12,24,0.333333333,0.218390805,0.130023641,1,0.968944099,0,0.0375,8302,8.302
org.eclipse.jdt.internal.compiler.parser,31,21,0.166666667,13,20,0.393939394,0.439393939,0.107894737,1,0.970496894,0.052631579,0.052631579,10972,10.972
org.eclipse.jdt.internal.compiler.parser.diagnose,0,3,0,9,1,0.9,0.1,0.178571429,1,0.998447205,0,1,1853,1.853
org.eclipse.jdt.internal.compiler.problem,16,10,0.111111111,11,23,0.323529412,0.565359477,0.136513158,1,0.964285714,0,0.043478261,4270,4.27
org.eclipse.jdt.internal.compiler.util,2,11,0.1,6,21,0.222222222,0.677777778,0.625,1,0.967391304,0,0.047619048,1080,1.08
org.eclipse.jdt.internal.core,25,121,0.141509434,34,16,0.68,0.178490566,0.03905867,0.357142857,0.972049689,0.00462963,0.034722222,25590,25.59
org.eclipse.jdt.internal.core.builder,2,23,0.095238095,18,3,0.857142857,0.047619048,0.098901099,0.75,0.995341615,0.166666667,0.333333333,3388,3.388
org.eclipse.jdt.internal.core.dom.rewrite,2,13,0.083333333,9,2,0.818181818,0.098484848,0.149301826,1,0.99689441,0,0.5,4780,4.78
org.eclipse.jdt.internal.core.eval,0,3,0,12,1,0.923076923,0.076923077,0.1225,1,0.998447205,0,1,387,0.387
org.eclipse.jdt.internal.core.hierarchy,1,10,0.25,23,3,0.884615385,0.134615385,0.061403509,1,0.995341615,0,0.333333333,3146,3.146
org.eclipse.jdt.internal.core.index,2,4,0,8,3,0.727272727,0.272727273,0.226190476,1,0.995341615,0,0.333333333,970,0.97
org.eclipse.jdt.internal.core.jdom,1,15,0.25,11,2,0.846153846,0.096153846,0.149758454,1,0.99689441,0,0.5,2847,2.847
org.eclipse.jdt.internal.core.search,2,11,0.222222222,15,4,0.789473684,0.011695906,0.109848485,1,0.99378882,0,0.25,1111,1.111
org.eclipse.jdt.internal.core.search.indexing,4,16,0.230769231,21,6,0.777777778,0.008547009,0.077647059,1,0.989130435,0,0.142857143,2045,2.045
org.eclipse.jdt.internal.core.search.matching,18,40,0.111111111,26,3,0.896551724,0.007662835,0.048648649,0.555555556,0.99378882,0.0625,0.125,5823,5.823
org.eclipse.jdt.internal.core.search.processing,0,2,0,4,5,0.444444444,0.555555556,1,1,0.99068323,0.166666667,0.166666667,332,0.332
org.eclipse.jdt.internal.core.util,14,40,0.111111111,24,16,0.6,0.288888889,0.063172043,1,0.973602484,0.029411765,0.058823529,11423,11.423
org.eclipse.jdt.internal.corext,0,5,0,9,35,0.204545455,0.795454545,0.285714286,1,0.942546584,0,0.027027027,132,0.132
org.eclipse.jdt.internal.corext.callhierarchy,0,14,0.272727273,14,1,0.933333333,0.206060606,0.110251451,0.75,0.998447205,0,1,1075,1.075
org.eclipse.jdt.internal.corext.codemanipulation,2,19,0.117647059,32,21,0.603773585,0.278579356,0.041688111,1,0.962732919,0,0.041666667,3819,3.819
org.eclipse.jdt.internal.corext.dom,5,21,0.105263158,14,25,0.358974359,0.535762483,0.089171975,0.666666667,0.959627329,0.038461538,0,5009,5.009
org.eclipse.jdt.internal.corext.dom.fragments,0,9,0.5,7,1,0.875,0.375,0.238095238,1,0.998447205,0,1,521,0.521
org.eclipse.jdt.internal.corext.javadoc,0,5,0.25,21,9,0.7,0.05,0.109461967,1,0.986024845,0.111111111,0.111111111,663,0.663
org.eclipse.jdt.internal.corext.refactoring,3,10,0.111111111,17,13,0.566666667,0.322222222,0.085287846,1,0.976708075,0.066666667,0.066666667,1198,1.198
org.eclipse.jdt.internal.corext.refactoring.base,0,5,0.666666667,12,12,0.5,0.166666667,0.357142857,1,0.98136646,0.083333333,0.083333333,278,0.278
org.eclipse.jdt.internal.corext.refactoring.changes,1,31,0.192307692,15,10,0.6,0.207692308,0.102040816,0.466666667,0.98447205,0,0.025,1685,1.685
org.eclipse.jdt.internal.corext.refactoring.code,5,26,0.04,30,4,0.882352941,0.077647059,0.040584416,0.4,0.99378882,0.25,0.25,9235,9.235
org.eclipse.jdt.internal.corext.refactoring.code.flow,0,20,0.111111111,6,2,0.75,0.138888889,0.2734375,1,0.99689441,0.25,0.5,1716,1.716
org.eclipse.jdt.internal.corext.refactoring.nls,1,17,0,30,5,0.857142857,0.142857143,0.048582996,1,0.992236025,0,0.2,2030,2.03
org.eclipse.jdt.internal.corext.refactoring.nls.changes,0,4,0,11,4,0.733333333,0.266666667,0.193277311,1,0.99378882,0,0.25,275,0.275
org.eclipse.jdt.internal.corext.refactoring.participants,0,5,0,10,3,0.769230769,0.230769231,0.220779221,1,0.995341615,0,0.333333333,212,0.212
org.eclipse.jdt.internal.corext.refactoring.rename,1,22,0.1,23,7,0.766666667,0.133333333,0.054520359,0.4375,0.98757764,0,0.125,4599,4.599
org.eclipse.jdt.internal.corext.refactoring.reorg,3,26,0.625,28,8,0.777777778,0.402777778,0.049586777,0.4,0.98757764,0,0.125,4877,4.877
org.eclipse.jdt.internal.corext.refactoring.sef,2,2,0,21,1,0.954545455,0.045454545,0.064184852,0.75,0.998447205,0,1,738,0.738
org.eclipse.jdt.internal.corext.refactoring.structure,12,24,0.043478261,33,6,0.846153846,0.110367893,0.038071895,0.4375,0.99068323,0,0.166666667,11257,11.257
org.eclipse.jdt.internal.corext.refactoring.surround,0,5,0.25,21,2,0.913043478,0.163043478,0.066771406,0.5,0.99689441,0,0.5,549,0.549
org.eclipse.jdt.internal.corext.refactoring.tagging,1,5,0,3,3,0.5,0.5,1,1,1,0,1,40,0.04
org.eclipse.jdt.internal.corext.refactoring.typeconstraints,0,23,0.277777778,9,2,0.818181818,0.095959596,0.176470588,1,0.99689441,0,0.5,1928,1.928
org.eclipse.jdt.internal.corext.refactoring.util,1,13,0.083333333,21,10,0.677419355,0.239247312,0.065096953,1,0.98136646,0.083333333,0.083333333,922,0.922
org.eclipse.jdt.internal.corext.template.java,0,14,0.166666667,31,9,0.775,0.058333333,0.06,0.666666667,0.986024845,0,0.055555556,1960,1.96
org.eclipse.jdt.internal.corext.textmanipulation,0,5,0.25,15,9,0.625,0.125,0.119318182,1,0.986024845,0.111111111,0.111111111,481,0.481
org.eclipse.jdt.internal.corext.util,4,17,0.0625,19,49,0.279411765,0.658088235,0.072066327,1,0.913043478,0,0.017857143,2686,2.686
org.eclipse.jdt.internal.debug.core,4,5,0.25,12,10,0.545454545,0.204545455,0.121212121,1,0.98447205,0,0.1,714,0.714
org.eclipse.jdt.internal.debug.core.breakpoints,6,11,0.1,15,2,0.882352941,0.017647059,0.083035714,1,0.99689441,0,0.5,2694,2.694
org.eclipse.jdt.internal.debug.core.hcr,5,6,0.2,17,1,0.944444444,0.144444444,0.074252652,1,0.998447205,0,1,1581,1.581
org.eclipse.jdt.internal.debug.core.logicalstructures,1,9,0.285714286,5,0,0,0.714285714,0.388888889,1,1,0,1,423,0.423
org.eclipse.jdt.internal.debug.core.model,11,26,0.238095238,14,9,0.608695652,0.15320911,0.086848635,1,0.986024845,0,0.111111111,5361,5.361
org.eclipse.jdt.internal.debug.core.refactoring,2,23,0.045454545,12,0,0,0.954545455,0.123684211,1,1,0,1,1397,1.397
org.eclipse.jdt.internal.debug.eval,0,3,0,12,1,0.923076923,0.076923077,0.11308204,1,0.998447205,0,1,851,0.851
org.eclipse.jdt.internal.debug.eval.ast.engine,8,11,0.1,12,2,0.857142857,0.042857143,0.08123652,1,0.99689441,0,0.5,3992,3.992
org.eclipse.jdt.internal.debug.eval.ast.instructions,1,77,0.1,13,1,0.928571429,0.028571429,0.111979167,1,0.998447205,0,1,2790,2.79
org.eclipse.jdt.internal.debug.ui,14,55,0.1,60,13,0.821917808,0.078082192,0.020523883,0.159722222,0.97826087,0,0.071428571,7152,7.152
org.eclipse.jdt.internal.debug.ui.actions,13,86,0.146666667,48,9,0.842105263,0.01122807,0.025112444,0.234375,0.98447205,0.009090909,0.071428571,6398,6.398
org.eclipse.jdt.internal.debug.ui.breakpoints,0,5,0,26,1,0.962962963,0.037037037,0.056842105,1,0.998447205,0,1,528,0.528
org.eclipse.jdt.internal.debug.ui.classpath,0,12,0.2,21,2,0.913043478,0.113043478,0.075738126,1,0.995341615,0,0.333333333,826,0.826
org.eclipse.jdt.internal.debug.ui.console,2,8,0,17,0,0,1,0.091891892,1,1,0,1,625,0.625
org.eclipse.jdt.internal.debug.ui.display,1,11,0.1,30,3,0.909090909,0.009090909,0.040062435,0.4375,0.995341615,0,0.333333333,1044,1.044
org.eclipse.jdt.internal.debug.ui.jres,1,12,0.2,37,2,0.948717949,0.148717949,0.043197279,0.4375,0.99378882,0,0.25,2090,2.09
org.eclipse.jdt.internal.debug.ui.launcher,2,33,0.137931034,46,6,0.884615385,0.022546419,0.029452243,0.270833333,0.989130435,0.071428571,0.142857143,2850,2.85
org.eclipse.jdt.internal.debug.ui.monitors,0,16,0.142857143,18,0,0,0.857142857,0.079545455,0.666666667,1,0,1,1323,1.323
org.eclipse.jdt.internal.debug.ui.propertypages,4,10,0,30,0,0,1,0.041812865,1,1,0,1,1659,1.659
org.eclipse.jdt.internal.debug.ui.snippeteditor,0,24,0.090909091,58,2,0.966666667,0.057575758,0.023725014,0.169230769,0.99689441,0,0,2672,2.672
org.eclipse.jdt.internal.debug.ui.sourcelookup,0,6,0,21,0,0,1,0.067882472,1,1,0,1,369,0.369
org.eclipse.jdt.internal.eval,6,28,0.12,18,2,0.9,0.02,0.076702509,0.253333333,0.99689441,0,0.5,6537,6.537
org.eclipse.jdt.internal.formatter,10,9,0,15,5,0.75,0.25,0.100185529,0.75,0.992236025,0,0.2,6864,6.864
org.eclipse.jdt.internal.formatter.align,2,2,0,2,2,0.5,0.5,1,1,0.99689441,0,0.5,280,0.28
org.eclipse.jdt.internal.formatter.old,0,1,0,8,1,0.888888889,0.111111111,0.259259259,1,0.998447205,0,1,138,0.138
org.eclipse.jdt.internal.junit.launcher,2,9,0.285714286,34,2,0.944444444,0.23015873,0.050046339,0.555555556,0.99689441,0,0.5,1233,1.233
org.eclipse.jdt.internal.junit.refactoring,1,5,0.25,10,0,0,0.75,0.183333333,1,1,0,1,188,0.188
org.eclipse.jdt.internal.junit.runner,0,3,0,7,2,0.777777778,0.222222222,1,1,0.99689441,0,0.5,653,0.653
org.eclipse.jdt.internal.junit.ui,7,36,0.2,54,5,0.915254237,0.115254237,0.02558657,0.191919192,0.992236025,0,0.2,5032,5.032
org.eclipse.jdt.internal.junit.util,1,10,0.111111111,27,4,0.870967742,0.017921147,0.054731458,1,0.99378882,0,0.25,1042,1.042
org.eclipse.jdt.internal.junit.wizards,0,10,0.25,40,2,0.952380952,0.202380952,0.039899554,0.75,0.99689441,0,0.5,2432,2.432
org.eclipse.jdt.internal.launching,7,37,0.027777778,26,9,0.742857143,0.229365079,0.067787115,0.288888889,0.986024845,0.111111111,0.111111111,4237,4.237
org.eclipse.jdt.internal.launching.macosx,0,5,0,10,0,0,1,0.253333333,0.466666667,1,0,1,261,0.261
org.eclipse.jdt.internal.launching.support,0,1,0,2,0,0,1,1,1,1,0,1,12,0.012
org.eclipse.jdt.internal.ui,0,24,0.2,41,61,0.401960784,0.398039216,0.035414725,0.5,0.897515528,0,0.015151515,1906,1.906
org.eclipse.jdt.internal.ui.actions,0,28,0.166666667,51,18,0.739130435,0.094202899,0.029467085,0.666666667,0.972049689,0.027777778,0.041666667,2167,2.167
org.eclipse.jdt.internal.ui.browsing,1,23,0.15,38,4,0.904761905,0.054761905,0.04519774,0.25,0.99378882,0,0.25,4178,4.178
org.eclipse.jdt.internal.ui.callhierarchy,2,37,0.057142857,45,1,0.97826087,0.035403727,0.029620181,0.185185185,0.998447205,0,1,2990,2.99
org.eclipse.jdt.internal.ui.compare,3,24,0.090909091,51,3,0.944444444,0.035353535,0.032012195,0.285714286,0.995341615,0,0.333333333,2717,2.717
org.eclipse.jdt.internal.ui.dialogs,3,17,0.0625,38,18,0.678571429,0.258928571,0.040510367,0.666666667,0.967391304,0.047619048,0.047619048,2048,2.048
org.eclipse.jdt.internal.ui.dnd,0,8,0.333333333,15,5,0.75,0.083333333,0.103296703,1,0.992236025,0,0.2,418,0.418
org.eclipse.jdt.internal.ui.filters,1,22,0,23,6,0.793103448,0.206896552,0.07183908,0.555555556,0.99068323,0,0.166666667,840,0.84
org.eclipse.jdt.internal.ui.infoviews,2,7,0.166666667,40,0,0,0.833333333,0.039848197,0.75,1,0,1,1067,1.067
org.eclipse.jdt.internal.ui.jarpackager,0,18,0.125,43,1,0.977272727,0,0.040826873,0.333333333,0.998447205,0,1,4031,4.031
org.eclipse.jdt.internal.ui.javadocexport,0,16,0.066666667,51,1,0.980769231,0.047435897,0.033636723,0.75,0.998447205,0,1,3484,3.484
org.eclipse.jdt.internal.ui.javaeditor,13,60,0.132075472,66,34,0.66,0.207924528,0.019390582,0.187969925,0.944099379,0.013888889,0.027777778,11362,11.362
org.eclipse.jdt.internal.ui.javaeditor.selectionactions,0,7,0.166666667,20,1,0.952380952,0.119047619,0.094949495,1,0.998447205,0,1,624,0.624
org.eclipse.jdt.internal.ui.macbundler,0,10,0.25,20,0,0,0.75,0.131034483,1,1,0,1,996,0.996
org.eclipse.jdt.internal.ui.packageview,1,21,0,42,9,0.823529412,0.176470588,0.029445217,0.204545455,0.98447205,0,0.1,3320,3.32
org.eclipse.jdt.internal.ui.preferences,9,51,0.0625,60,21,0.740740741,0.196759259,0.02232271,0.36,0.965838509,0,0.045454545,10807,10.807
org.eclipse.jdt.internal.ui.preferences.formatter,4,22,0.1,36,2,0.947368421,0.047368421,0.06048906,1,0.99689441,0,0.5,4578,4.578
org.eclipse.jdt.internal.ui.refactoring,4,40,0.142857143,51,9,0.85,0.007142857,0.026493256,0.4,0.986024845,0.111111111,0.111111111,6228,6.228
org.eclipse.jdt.internal.ui.refactoring.actions,0,10,0,30,3,0.909090909,0.090909091,0.046948357,0.75,0.995341615,0,0.333333333,932,0.932
org.eclipse.jdt.internal.ui.refactoring.code,0,4,0,27,2,0.931034483,0.068965517,0.058823529,1,0.99689441,0,0.5,473,0.473
org.eclipse.jdt.internal.ui.refactoring.contentassist,1,8,0,24,5,0.827586207,0.172413793,0.064171123,1,0.992236025,0,0.2,705,0.705
org.eclipse.jdt.internal.ui.refactoring.nls,1,15,0.071428571,37,1,0.973684211,0.045112782,0.038809144,0.314285714,0.998447205,0,1,1970,1.97
org.eclipse.jdt.internal.ui.refactoring.nls.search,1,16,0,38,0,0,1,0.039126016,0.259259259,1,0,1,1645,1.645
org.eclipse.jdt.internal.ui.refactoring.reorg,1,33,0.064516129,41,4,0.911111111,0.02437276,0.038744344,0.285714286,0.99378882,0.25,0.25,3366,3.366
org.eclipse.jdt.internal.ui.refactoring.sef,0,2,0,15,1,0.9375,0.0625,0.103448276,1,0.998447205,0,1,238,0.238
org.eclipse.jdt.internal.ui.search,6,76,0.134328358,46,9,0.836363636,0.029308005,0.026133333,0.164285714,0.98447205,0.014285714,0.06,6538,6.538
org.eclipse.jdt.internal.ui.text,3,44,0.157894737,47,16,0.746031746,0.096073517,0.033463288,0.305555556,0.979813665,0.076923077,0.076923077,6810,6.81
org.eclipse.jdt.internal.ui.text.comment,0,17,0.307692308,18,4,0.818181818,0.125874126,0.092592593,0.466666667,0.99378882,0,0.25,1380,1.38
org.eclipse.jdt.internal.ui.text.correction,14,50,0.041666667,57,4,0.93442623,0.023907104,0.021315392,0.75,0.99378882,0,0.25,10212,10.212
org.eclipse.jdt.internal.ui.text.folding,0,6,0,20,3,0.869565217,0.130434783,0.072727273,1,0.995341615,0,0.333333333,673,0.673
org.eclipse.jdt.internal.ui.text.java,1,28,0.12,50,10,0.833333333,0.046666667,0.025906736,0.4375,0.98447205,0,0.1,4608,4.608
org.eclipse.jdt.internal.ui.text.java.hover,2,14,0.166666667,35,5,0.875,0.041666667,0.047058824,1,0.99068323,0,0.166666667,1119,1.119
org.eclipse.jdt.internal.ui.text.javadoc,1,10,0.666666667,24,7,0.774193548,0.440860215,0.057386364,0.666666667,0.99068323,0,0.166666667,1498,1.498
org.eclipse.jdt.internal.ui.text.spelling,1,13,0,25,3,0.892857143,0.107142857,0.06323185,1,0.99378882,0,0.25,999,0.999
org.eclipse.jdt.internal.ui.text.spelling.engine,0,17,1.428571429,6,2,0.75,1.178571429,0.75,1,0.998447205,1,1,1216,1.216
org.eclipse.jdt.internal.ui.text.template.contentassist,0,9,0,22,7,0.75862069,0.24137931,0.068688671,0.75,0.989130435,0,0.142857143,757,0.757
org.eclipse.jdt.internal.ui.text.template.preferences,0,4,0,12,1,0.923076923,0.076923077,0.160493827,1,0.998447205,0,1,168,0.168
org.eclipse.jdt.internal.ui.typehierarchy,2,29,0.115384615,42,3,0.933333333,0.048717949,0.030571429,0.25,0.995341615,0.166666667,0.333333333,3620,3.62
org.eclipse.jdt.internal.ui.util,1,19,0.055555556,38,39,0.493506494,0.450937951,0.039747807,0.4,0.933229814,0,0.023255814,1601,1.601
org.eclipse.jdt.internal.ui.viewsupport,5,25,0.136363636,29,31,0.483333333,0.38030303,0.047888386,0.34375,0.953416149,0,0.033333333,2051,2.051
org.eclipse.jdt.internal.ui.wizards,1,22,0.157894737,42,6,0.875,0.032894737,0.036231884,0.4375,0.99378882,0,0.25,2078,2.078
org.eclipse.jdt.internal.ui.wizards.buildpaths,2,37,0.027777778,42,4,0.913043478,0.059178744,0.03228634,0.25,0.992236025,0,0.2,6858,6.858
org.eclipse.jdt.internal.ui.wizards.dialogfields,0,16,0.333333333,13,6,0.684210526,0.01754386,0.109090909,1,0.989130435,0,0.142857143,2403,2.403
org.eclipse.jdt.internal.ui.workingsets,0,9,0,30,3,0.909090909,0.090909091,0.050480769,0.333333333,0.995341615,0,0.333333333,861,0.861
org.eclipse.jdt.junit,0,2,1,2,1,0.666666667,0.666666667,1,1,1,0,1,24,0.024
org.eclipse.jdt.launching,3,24,1.666666667,18,25,0.418604651,1.085271318,0.1875,1,0.964285714,0.02173913,0.032608696,2442,2.442
org.eclipse.jdt.launching.sourcelookup,1,8,0.142857143,17,3,0.85,0.007142857,0.148026316,0.666666667,0.995341615,0,0.333333333,1058,1.058
org.eclipse.jdt.launching.sourcelookup.containers,0,6,0,10,2,0.833333333,0.166666667,0.151515152,1,0.99689441,0,0.5,398,0.398
org.eclipse.jdt.ui,1,18,0.8,42,59,0.415841584,0.215841584,0.033136095,0.666666667,0.897515528,0,0.015151515,2197,2.197
org.eclipse.jdt.ui.actions,6,86,0.036144578,66,15,0.814814815,0.149040607,0.018191171,1,0.97826087,0.035714286,0.071428571,11832,11.832
org.eclipse.jdt.ui.jarpackager,0,6,2,12,0,0,1,0.173611111,1,1,0,1,486,0.486
org.eclipse.jdt.ui.refactoring,0,2,1,13,2,0.866666667,0.866666667,0.117647059,1,0.998447205,0,1,207,0.207
org.eclipse.jdt.ui.search,0,6,2,7,1,0.875,1.875,0.75,1,0.998447205,0,1,77,0.077
org.eclipse.jdt.ui.text,2,5,1.5,27,19,0.586956522,1.086956522,0.057123656,1,0.973602484,0,0.058823529,609,0.609
org.eclipse.jdt.ui.text.folding,0,2,0,3,2,0.6,0.4,1,1,1,0,1,18,0.018
org.eclipse.jdt.ui.text.java,0,6,0,5,8,0.384615385,0.6153,1,1,1,0,1,51,0.051
org.eclipse.jdt.ui.text.java.hover,0,1,0,2,1,0.666666667,0.333333333,1,1,1,0,1,6,0.006
org.eclipse.jdt.ui.wizards,4,12,1,43,9,0.826923077,0.826923077,0.06162465,1,0.986024845,0.037037037,0.111111111,2434,2.434
org.eclipse.jface.action,8,32,1,13,121,0.097014925,0.097014925,0.120930233,1,0.799689441,0.002583979,0.007751938,4255,4.255
org.eclipse.jface.contentassist,0,10,1.5,13,6,0.684210526,1.184210526,0.187969925,1,0.992236025,0,0.2,793,0.793
org.eclipse.jface.dialogs,4,19,0.9,22,149,0.128654971,0.028654971,0.12195122,1,0.712732919,0.005405405,0.005405405,2503,2.503
org.eclipse.jface.internal.text.link.contentassist,0,14,0.4,13,1,0.928571429,0.328571429,0.124378109,1,0.998447205,0,1,2515,2.515
org.eclipse.jface.operation,2,4,1,6,70,0.078947368,0.078947368,0.416666667,1,0.986024845,0,0.111111111,289,0.289
org.eclipse.jface.preference,10,30,0.5,16,105,0.132231405,0.367768595,0.105571848,0.555555556,0.906832298,0.01,0.013333333,3776,3.776
org.eclipse.jface.resource,4,13,0.3,11,135,0.075342466,0.624657534,0.208333333,1,0.74068323,0.003992016,0.005988024,1408,1.408
org.eclipse.jface.text,0,106,1.717948718,16,116,0.121212121,0.839160839,0.111392405,0.75,0.818322981,0.006410256,0.006410256,8443,8.443
org.eclipse.jface.text.contentassist,0,23,1.090909091,11,24,0.314285714,0.405194805,0.125925926,1,0.976708075,0,0.066666667,2679,2.679
org.eclipse.jface.text.formatter,0,10,1.5,4,9,0.307692308,0.807692308,0.53125,1,0.986024845,0.111111111,0.111111111,627,0.627
org.eclipse.jface.text.information,0,6,5,5,5,0.5,4.5,0.368421053,1,0.995341615,0,0.333333333,284,0.284
org.eclipse.jface.text.link,0,10,0.111111111,10,6,0.625,0.263888889,0.1425,0.75,0.99068323,0,0.166666667,1709,1.709
