Package,post,N,A,Ce,Ca,I,D,IIPUD,IIPED,IPIC,PGF,PSC,pkgLOC,pkgKLOC
org.eclipse.team.internal.ccvs.ui.repo,5,22,0.1,42,7,0.857142857,0.042857143,0.03307888,0.209876543,0.989130435,0,0.071428571,3403,3.403
org.eclipse.team.internal.ccvs.ui.subscriber,9,31,0.148148148,39,4,0.906976744,0.055124892,0.036764706,0.407407407,0.99378882,0.0625,0.25,2824,2.824
org.eclipse.team.internal.ccvs.ui.sync,0,1,0,4,1,0.8,0.2,0.625,1,0.998447205,0,1,20,0.02
org.eclipse.team.internal.ccvs.ui.wizards,9,27,0.08,42,5,0.893617021,0.026382979,0.030873494,0.75,0.992236025,0.2,0.2,4810,4.81
org.eclipse.team.internal.core,3,19,0.1875,11,13,0.458333333,0.354166667,0.165413534,0.466666667,0.97515528,0.03125,0.03125,1421,1.421
org.eclipse.team.internal.core.simpleAccess,0,1,0,3,0,0,1,1,1,1,0,1,16,0.016
org.eclipse.team.internal.core.streams,0,8,0.142857143,4,5,0.444444444,0.412698413,0.6,1,0.992236025,0,0.2,923,0.923
org.eclipse.team.internal.core.subscribers,3,17,0.133333333,10,4,0.714285714,0.152380952,0.163763066,0.5,0.992236025,0.1,0.2,1607,1.607
org.eclipse.team.internal.ui,5,11,0.375,36,11,0.765957447,0.140957447,0.045092838,0.555555556,0.979813665,0,0.076923077,1207,1.207
org.eclipse.team.internal.ui.actions,1,5,0.666666667,19,3,0.863636364,0.53030303,0.140909091,1,0.995341615,0,0.333333333,450,0.45
org.eclipse.team.internal.ui.dialogs,3,6,1,16,7,0.695652174,0.695652174,0.101871102,1,0.989130435,0.142857143,0.142857143,709,0.709
org.eclipse.team.internal.ui.preferences,1,5,0,20,1,0.952380952,0.047619048,0.076252723,1,0.998447205,0,1,755,0.755
org.eclipse.team.internal.ui.registry,1,5,0.25,8,2,0.8,0.05,0.242424242,1,0.995341615,0,0.333333333,271,0.271
org.eclipse.team.internal.ui.synchronize,11,45,0.363636364,45,5,0.9,0.263636364,0.029149316,0.191919192,0.992236025,0.142857143,0.142857143,5896,5.896
org.eclipse.team.internal.ui.synchronize.actions,6,18,0,36,2,0.947368421,0.052631579,0.037707391,0.444444444,0.99689441,0,0.5,1456,1.456
org.eclipse.team.internal.ui.wizards,2,11,0.1,26,1,0.962962963,0.062962963,0.055434783,0.666666667,0.998447205,0,1,1287,1.287
org.eclipse.team.ui,1,8,1.666666667,19,10,0.655172414,1.32183908,0.152941176,1,0.98136646,0.083333333,0.083333333,226,0.226
org.eclipse.team.ui.synchronize,6,24,3,36,9,0.8,2.8,0.05005005,0.666666667,0.99068323,0.111111111,0.166666667,1700,1.7
org.eclipse.text.edits,0,22,0.1,4,32,0.111111111,0.788888889,1,1,0.947204969,0,0.029411765,1800,1.8
org.eclipse.tomcat.internal,0,7,0,9,0,0,1,0.294117647,1,1,0,1,724,0.724
org.eclipse.ui,9,103,11.875,35,184,0.159817352,11.03481735,0.095864662,0.75,0.72515528,0.005649718,0.005649718,1879,1.879
org.eclipse.ui.about,0,1,0,1,3,0.25,0.75,1,1,1,0,1,5,0.005
org.eclipse.ui.actions,0,53,0.261904762,44,71,0.382608696,0.355486542,0.03228634,1,0.881987578,0.008373206,0.010526316,6643,6.643
org.eclipse.ui.activities,0,19,2.166666667,11,18,0.379310345,1.545977011,0.204545455,1,0.97826087,0,0.071428571,366,0.366
org.eclipse.ui.application,7,4,0,16,5,0.761904762,0.238095238,1,1,0.99378882,0.25,0.25,219,0.219
org.eclipse.ui.branding,0,2,0,1,3,0.25,0.75,1,1,1,0,1,19,0.019
org.eclipse.ui.carbon,0,1,0,7,0,0,1,0.253333333,1,1,0,1,120,0.12
org.eclipse.ui.cheatsheets,0,9,2,11,8,0.578947368,1.578947368,0.176470588,1,0.992236025,0,0.2,147,0.147
org.eclipse.ui.commands,0,25,1.272727273,9,19,0.321428571,0.594155844,0.285714286,1,0.98136646,0.041666667,0.083333333,617,0.617
org.eclipse.ui.console,0,9,2,13,6,0.684210526,1.684210526,0.1796875,1,0.995341615,0,0.333333333,298,0.298
org.eclipse.ui.console.actions,2,3,0,13,3,0.8125,0.1875,0.145,1,0.995341615,0,0.333333333,137,0.137
org.eclipse.ui.contentassist,0,2,0,11,4,0.733333333,0.266666667,0.173611111,1,0.99378882,0,0.25,168,0.168
org.eclipse.ui.contexts,0,10,1.5,5,9,0.357142857,0.857142857,0.555555556,1,0.992236025,0,0,223,0.223
org.eclipse.ui.dialogs,1,44,0.517241379,32,73,0.304761905,0.177996716,0.044995409,0.36,0.874223602,0.009602195,0.008818342,6434,6.434
org.eclipse.ui.editors.text,1,21,0.615384615,33,18,0.647058824,0.262443439,0.043618267,0.375,0.970496894,0,0.052631579,2644,2.644
org.eclipse.ui.editors.text.templates,3,3,0,10,2,0.833333333,0.166666667,0.2,1,0.99689441,0,0.5,263,0.263
org.eclipse.ui.externaltools.internal.launchConfigurations,0,6,0.2,24,4,0.857142857,0.057142857,0.078590786,1,0.99378882,0,0.25,906,0.906
org.eclipse.ui.externaltools.internal.menu,0,1,0,2,0,0,1,1,1,1,0,1,8,0.008
org.eclipse.ui.externaltools.internal.model,1,10,0.428571429,19,8,0.703703704,0.132275132,0.091614907,0.75,0.992236025,0,0.2,906,0.906
org.eclipse.ui.externaltools.internal.program.launchConfigurations,0,6,0,18,1,0.947368421,0.052631579,0.096525097,0.75,0.998447205,0,1,311,0.311
org.eclipse.ui.externaltools.internal.registry,0,1,0,7,1,0.875,0.125,0.266666667,1,0.998447205,0,1,261,0.261
org.eclipse.ui.externaltools.internal.ui,4,6,0,28,5,0.848484848,0.151515152,0.052314815,0.4375,0.992236025,0,0.2,1380,1.38
org.eclipse.ui.externaltools.internal.variables,0,3,0,7,0,0,1,0.307692308,1,1,0,1,63,0.063
org.eclipse.ui.forms,0,13,1.166666667,10,17,0.37037037,0.537037037,0.181818182,1,0.972049689,0.055555556,0.055555556,700,0.7
org.eclipse.ui.forms.editor,2,3,2,10,6,0.625,1.625,0.208791209,1,0.99068323,0,0.166666667,409,0.409
org.eclipse.ui.forms.events,0,6,0.5,3,6,0.333333333,0.166666667,1,1,0.99378882,0,0.25,61,0.061
org.eclipse.ui.forms.widgets,0,21,0.235294118,16,21,0.432432432,0.33227345,0.093117409,1,0.967391304,0,0.047619048,3177,3.177
org.eclipse.ui.help,0,5,0.666666667,12,98,0.109090909,0.224242424,0.145,1,0.805900621,0.008,0.008,463,0.463
org.eclipse.ui.ide,0,4,1,11,37,0.229166667,0.229166667,0.148148148,1,0.947204969,0,0.029411765,472,0.472
org.eclipse.ui.internal,3,202,0.188235294,59,37,0.614583333,0.197181373,0.021713729,0.118881119,0.940993789,0.004934211,0.019138756,27163,27.163
org.eclipse.ui.internal.about,60,8,0.142857143,17,1,0.944444444,0.087301587,0.132231405,1,0.998447205,0,1,493,0.493
org.eclipse.ui.internal.actions,2,5,0,16,1,0.941176471,0.058823529,0.103448276,1,0.998447205,0,1,203,0.203
org.eclipse.ui.internal.activities,0,21,0.235294118,8,1,0.888888889,0.124183007,0.284090909,1,0.998447205,0,0.5,2649,2.649
org.eclipse.ui.internal.activities.ws,0,10,0,14,3,0.823529412,0.176470588,0.111111111,0.666666667,0.995341615,0,0.333333333,825,0.825
org.eclipse.ui.internal.cheatsheets,0,4,0.333333333,14,6,0.7,0.033333333,0.19047619,1,0.99068323,0,0.166666667,486,0.486
org.eclipse.ui.internal.cheatsheets.actions,1,6,0,19,1,0.95,0.05,0.083591331,1,0.998447205,0,1,299,0.299
org.eclipse.ui.internal.cheatsheets.data,4,15,0.5,15,1,0.9375,0.4375,0.164772727,1,0.998447205,0,1,1347,1.347
org.eclipse.ui.internal.cheatsheets.dialogs,0,2,0,13,1,0.928571429,0.071428571,0.1225,1,0.998447205,0,1,321,0.321
org.eclipse.ui.internal.cheatsheets.registry,0,7,0.4,11,5,0.6875,0.0875,0.175824176,0.666666667,0.992236025,0,0.1,670,0.67
org.eclipse.ui.internal.cheatsheets.views,0,14,0.166666667,24,3,0.888888889,0.055555556,0.073762838,0.75,0.995341615,0,0.333333333,2047,2.047
org.eclipse.ui.internal.commands,0,26,0.3,21,1,0.954545455,0.254545455,0.0710466,1,0.998447205,0,1,5626,5.626
org.eclipse.ui.internal.commands.ws,0,9,0.125,25,3,0.892857143,0.017857143,0.062179487,0.555555556,0.995341615,0,0.333333333,1394,1.394
org.eclipse.ui.internal.console,0,14,0.166666667,22,2,0.916666667,0.083333333,0.063647491,0.5,0.99689441,0,0.5,1285,1.285
org.eclipse.ui.internal.contexts,5,13,0.625,7,1,0.875,0.5,0.307692308,1,0.998447205,0,0.5,834,0.834
org.eclipse.ui.internal.contexts.ws,6,2,1,13,3,0.8125,0.8125,0.132142857,1,0.995341615,0,0.333333333,446,0.446
org.eclipse.ui.internal.decorators,4,17,0.133333333,21,2,0.913043478,0.046376812,0.0859375,0.75,0.99689441,0,0.5,1706,1.706
org.eclipse.ui.internal.dialogs,20,69,0.112903226,44,12,0.785714286,0.101382488,0.031132398,0.153439153,0.98136646,0.013888889,0.055555556,9554,9.554
org.eclipse.ui.internal.dnd,1,7,1.333333333,6,3,0.666666667,1,0.318181818,1,0.995341615,0.333333333,0.333333333,277,0.277
org.eclipse.ui.internal.editors.quickdiff,0,2,0,12,0,0,1,0.153439153,1,1,0,1,226,0.226
org.eclipse.ui.internal.editors.text,0,24,0.2,34,3,0.918918919,0.118918919,0.045758929,0.4375,0.995341615,0,0.333333333,2110,2.11
org.eclipse.ui.internal.editorsupport,0,1,0,7,1,0.875,0.125,0.36,1,0.998447205,0,1,69,0.069
org.eclipse.ui.internal.editorsupport.win32,0,1,0,18,0,0,1,0.093023256,1,1,0,1,414,0.414
org.eclipse.ui.internal.forms,0,4,1,7,0,0,0,0.272727273,0.75,1,0,1,112,0.112
org.eclipse.ui.internal.forms.widgets,0,12,0.090909091,13,1,0.928571429,0.019480519,0.201388889,1,0.998447205,0,1,1633,1.633
org.eclipse.ui.internal.gestures,0,5,0.25,6,0,0,0.75,0.333333333,1,1,0,1,278,0.278
org.eclipse.ui.internal.ide,12,28,0.12,50,17,0.746268657,0.133731343,0.029263102,0.234375,0.97515528,0,0.0625,4092,4.092
org.eclipse.ui.internal.ide.actions,2,9,0.125,22,1,0.956521739,0.081521739,0.078389831,0.666666667,0.998447205,0,1,718,0.718
org.eclipse.ui.internal.ide.dialogs,6,54,0.08,47,7,0.87037037,0.04962963,0.035127393,0.171052632,0.989130435,0,0.095238095,8033,8.033
org.eclipse.ui.internal.ide.misc,1,8,0,20,3,0.869565217,0.130434783,0.073083779,0.75,0.995341615,0,0.333333333,1317,1.317
org.eclipse.ui.internal.ide.model,0,15,0.071428571,20,1,0.952380952,0.023809524,0.10326087,1,0.998447205,0,1,808,0.808
org.eclipse.ui.internal.ide.registry,1,11,0.1,10,6,0.625,0.275,0.192708333,1,0.99068323,0.166666667,0.166666667,847,0.847
org.eclipse.ui.internal.ide.update,0,2,0,6,0,0,1,0.259259259,1,1,0,1,62,0.062
org.eclipse.ui.internal.intro,0,7,0.75,9,2,0.818181818,0.568181818,0.230769231,1,0.998447205,0,1,208,0.208
org.eclipse.ui.internal.intro.impl,0,2,1,10,7,0.588235294,0.588235294,0.270833333,1,0.989130435,0,0.142857143,93,0.093
org.eclipse.ui.internal.intro.impl.html,0,5,0.25,9,1,0.9,0.15,0.238095238,1,0.998447205,0,1,762,0.762
org.eclipse.ui.internal.intro.impl.model,0,25,0.388888889,22,9,0.709677419,0.098566308,0.079738562,1,0.986024845,0.015873016,0.111111111,2191,2.191
org.eclipse.ui.internal.intro.impl.model.loader,0,5,0,10,4,0.714285714,0.285714286,0.307692308,1,0.99378882,0,0.25,396,0.396
org.eclipse.ui.internal.intro.impl.model.viewer,0,2,0,5,0,0,1,0.296875,1,1,0,1,123,0.123
org.eclipse.ui.internal.intro.impl.parts,0,3,0,22,2,0.916666667,0.083333333,0.073045267,1,0.99689441,0,0.5,500,0.5
org.eclipse.ui.internal.intro.impl.presentations,0,4,0,22,1,0.956521739,0.043478261,0.066964286,1,0.998447205,0,1,631,0.631
org.eclipse.ui.internal.intro.impl.swt,0,7,0,16,2,0.888888889,0.111111111,0.102040816,1,0.99689441,0,0.5,1065,1.065
org.eclipse.ui.internal.intro.impl.util,0,6,0,16,9,0.64,0.36,0.10326087,1,0.986024845,0,0.111111111,700,0.7
org.eclipse.ui.internal.keys,3,18,0.125,25,3,0.892857143,0.017857143,0.059288538,1,0.995341615,0.166666667,0.166666667,1544,1.544
org.eclipse.ui.internal.layout,0,12,0.090909091,7,4,0.636363636,0.272727273,0.234782609,1,0.99378882,0,0.25,1423,1.423
org.eclipse.ui.internal.misc,4,19,0.055555556,18,14,0.5625,0.381944444,0.094017094,0.666666667,0.97826087,0,0.071428571,1201,1.201
org.eclipse.ui.internal.presentations,5,35,0.09375,27,3,0.9,0.00625,0.054375531,0.571428571,0.995341615,0,0.333333333,4188,4.188
org.eclipse.ui.internal.presentations.r21,0,3,0.5,9,1,0.9,0.4,0.333333333,1,0.998447205,0,1,239,0.239
org.eclipse.ui.internal.presentations.r21.widgets,0,7,0.4,10,1,0.909090909,0.309090909,0.153225806,0.666666667,0.998447205,0,1,2415,2.415
org.eclipse.ui.internal.progress,8,37,0.233333333,33,7,0.825,0.058333333,0.045531674,0.34375,0.989130435,0.047619048,0.095238095,5589,5.589
org.eclipse.ui.internal.registry,9,33,0.269230769,20,10,0.666666667,0.064102564,0.0710466,1,0.98447205,0.05,0.1,3299,3.299
org.eclipse.ui.internal.testing,0,1,0,6,1,0.857142857,0.142857143,0.4,1,0.998447205,0,1,48,0.048
org.eclipse.ui.internal.texteditor,0,12,0,21,4,0.84,0.16,0.06,0.4375,0.99068323,0,0.166666667,1355,1.355
org.eclipse.ui.internal.texteditor.quickdiff,1,10,0.111111111,15,3,0.833333333,0.055555556,0.135802469,0.75,0.995341615,0,0.333333333,1408,1.408
org.eclipse.ui.internal.texteditor.quickdiff.compare.rangedifferencer,0,8,0.333333333,6,1,0.857142857,0.19047619,0.333333333,1,0.998447205,0,1,686,0.686
org.eclipse.ui.internal.themes,2,23,0.352941176,21,3,0.875,0.227941176,0.071895425,0.5,0.99689441,0,0.5,2781,2.781
org.eclipse.ui.internal.util,0,8,0,17,27,0.386363636,0.613636364,0.107692308,1,0.958074534,0,0.037037037,697,0.697
org.eclipse.ui.internal.views,0,1,0,2,0,0,1,1,1,1,0,1,13,0.013
org.eclipse.ui.intro,0,3,0,5,13,0.277777778,0.722222222,1,1,1,0,1,41,0.041
org.eclipse.ui.intro.config,0,5,1.5,15,5,0.75,1.25,0.124579125,1,0.99378882,0,0.25,229,0.229
org.eclipse.ui.keys,0,11,0.375,7,12,0.368421053,0.256578947,0.3,1,0.98136646,0,0.083333333,903,0.903
org.eclipse.ui.model,2,10,0.428571429,13,51,0.203125,0.368303571,0.125,1,0.933229814,0.023255814,0.023255814,501,0.501
org.eclipse.ui.part,7,42,0.826086957,26,78,0.25,0.076086957,0.07079646,0.4375,0.864906832,0.008045977,0.010057471,2800,2.8
org.eclipse.ui.plugin,1,1,0,12,121,0.090225564,0.909774436,1,1,0.754658385,0.006329114,0.006329114,332,0.332
org.eclipse.ui.presentations,2,9,2,10,4,0.714285714,1.714285714,0.230769231,1,0.995341615,0,0.333333333,248,0.248
org.eclipse.ui.progress,3,8,7,13,41,0.240740741,6.240740741,0.214285714,1,0.98757764,0.125,0.125,327,0.327
org.eclipse.ui.testing,0,2,1,2,3,0.4,0.4,1,1,0.995341615,0,0.333333333,23,0.023
org.eclipse.ui.texteditor,8,94,0.516129032,43,58,0.425742574,0.058128393,0.033968517,0.25,0.931677019,0.017045455,0.022727273,12489,12.489
org.eclipse.ui.texteditor.link,0,1,0,2,3,0.4,0.6,0.625,1,0.995341615,0,0.333333333,41,0.041
org.eclipse.ui.texteditor.quickdiff,0,4,0.333333333,12,4,0.75,0.083333333,0.147368421,1,0.99689441,0,0.5,265,0.265
org.eclipse.ui.texteditor.templates,0,9,0.285714286,25,2,0.925925926,0.211640212,0.073045267,1,0.99689441,0.25,0.5,1338,1.338
org.eclipse.ui.themes,0,5,4,8,6,0.571428571,3.571428571,0.466666667,1,1,0,1,75,0.075
org.eclipse.ui.views.bookmarkexplorer,0,15,0.153846154,25,0,0,0.846153846,0.057437408,0.5,1,0,1,1523,1.523
org.eclipse.ui.views.contentoutline,0,3,2,10,10,0.5,1.5,0.247058824,1,0.992236025,0.2,0.2,173,0.173
org.eclipse.ui.views.framelist,0,12,0.333333333,13,2,0.866666667,0.2,0.204545455,1,0.99689441,0,0.5,565,0.565
org.eclipse.ui.views.markers,0,1,0,6,0,0,1,0.314285714,1,1,0,1,39,0.039
org.eclipse.ui.views.markers.internal,6,68,0.172413793,33,2,0.942857143,0.115270936,0.045637199,0.4,0.99689441,0,0.5,7004,7.004
org.eclipse.ui.views.navigator,3,32,0.142857143,27,19,0.586956522,0.270186335,0.051274945,0.236111111,0.964285714,0,0.02173913,3100,3.1
org.eclipse.ui.views.properties,0,29,0.611111111,23,11,0.676470588,0.287581699,0.067361111,0.625,0.986024845,0,0.111111111,2039,2.039
org.eclipse.ui.views.tasklist,0,26,0.181818182,31,4,0.885714286,0.067532468,0.0464,0.5,0.99689441,0,0.5,4047,4.047
org.eclipse.ui.wizards.datatransfer,1,29,0.074074074,30,5,0.857142857,0.068783069,0.056818182,0.416666667,0.99068323,0,0.166666667,4102,4.102
org.eclipse.ui.wizards.newresource,1,5,0.25,26,8,0.764705882,0.014705882,0.067911715,1,0.98757764,0,0.125,563,0.563
org.eclipse.update.configuration,0,13,12,7,13,0.35,11.35,0.666666667,1,0.998447205,0,1,256,0.256
org.eclipse.update.configurator,0,4,3,5,10,0.333333333,2.333333333,0.666666667,1,0.986024845,0,0.111111111,101,0.101
org.eclipse.update.core,4,51,1.428571429,12,27,0.307692308,0.736263736,0.22,1,0.962732919,0.033333333,0.041666667,3012,3.012
org.eclipse.update.core.model,0,19,0.117647059,13,13,0.5,0.382352941,0.24,0.75,0.979813665,0.038461538,0.076923077,2750,2.75
org.eclipse.update.internal.configurator,1,19,0.055555556,29,5,0.852941176,0.091503268,0.108108108,1,0.992236025,0,0.2,3093,3.093
org.eclipse.update.internal.configurator.branding,0,4,1,8,1,0.888888889,0.888888889,0.416666667,1,0.998447205,0,1,349,0.349
org.eclipse.update.internal.core,12,60,0.132075472,21,20,0.512195122,0.355729406,0.080106809,0.25,0.968944099,0,0.025,7519,7.519
org.eclipse.update.internal.mirror,0,3,0,11,1,0.916666667,0.083333333,0.188034188,0.666666667,0.998447205,0,1,952,0.952
org.eclipse.update.internal.model,0,9,0,17,4,0.80952381,0.19047619,0.135135135,1,0.99378882,0,0.25,857,0.857
org.eclipse.update.internal.operations,2,18,0.125,16,10,0.615384615,0.259615385,0.105812221,1,0.98447205,0,0.1,2420,2.42
org.eclipse.update.internal.scheduler,1,3,0,20,1,0.952380952,0.047619048,0.093333333,0.75,0.998447205,0,1,436,0.436
org.eclipse.update.internal.scheduler.preferences,0,1,0,9,0,0,1,0.196428571,1,1,0,1,180,0.18
org.eclipse.update.internal.search,2,7,0.166666667,14,6,0.7,0.133333333,0.164835165,1,0.99068323,0,0.166666667,800,0.8
org.eclipse.update.internal.security,0,5,0,12,1,0.923076923,0.076923077,0.393939394,1,0.998447205,0,1,623,0.623
org.eclipse.update.internal.ui,2,6,0,30,8,0.789473684,0.210526316,0.060259344,0.36,0.98757764,0,0.125,565,0.565
org.eclipse.update.internal.ui.model,3,19,0.461538462,17,4,0.80952381,0.271062271,0.135135135,1,0.99378882,0,0.25,1428,1.428
org.eclipse.update.internal.ui.parts,1,7,0.166666667,12,5,0.705882353,0.12745098,0.134615385,0.75,0.992236025,0,0.2,341,0.341
org.eclipse.update.internal.ui.preferences,2,2,0,15,0,0,1,0.123188406,1,1,0,1,345,0.345
org.eclipse.update.internal.ui.properties,1,6,0,19,0,0,1,0.087837838,1,1,0,1,418,0.418
org.eclipse.update.internal.ui.security,1,6,0,17,2,0.894736842,0.105263158,0.105769231,0.666666667,0.99689441,0,0.5,506,0.506
org.eclipse.update.internal.ui.servlets,0,2,0,16,0,0,1,0.134259259,0,1,0,1,278,0.278
org.eclipse.update.internal.ui.views,9,13,0.083333333,37,1,0.973684211,0.057017544,0.040303738,1,0.998447205,0,1,1848,1.848
org.eclipse.update.internal.ui.wizards,9,26,0.130434783,37,6,0.860465116,0.009100101,0.040601504,0.357142857,0.99068323,0.166666667,0.166666667,3849,3.849
org.eclipse.update.operations,1,15,14,8,9,0.470588235,13.47058824,0.466666667,1,0.989130435,0,0.142857143,209,0.209
org.eclipse.update.search,1,13,1.166666667,8,7,0.533333333,0.7,0.244444444,1,0.99068323,0,0.166666667,383,0.383
org.eclipse.update.standalone,2,12,0.090909091,14,1,0.933333333,0.024242424,0.132275132,1,0.998447205,1,1,1058,1.058
org.eclipse.update.ui,0,1,0,6,0,0,1,0.259259259,1,1,0,1,19,0.019
org.osgi.framework,0,25,1.272727273,5,106,0.045045045,0.317772318,1,1,0.959627329,0,0.038461538,933,0.933
org.osgi.service.packageadmin,0,3,0,2,4,0.333333333,0.666666667,1,1,1,0,1,31,0.031
org.osgi.service.permissionadmin,0,2,1,1,1,0.5,0.5,1,1,0.998447205,0,1,244,0.244
org.osgi.service.prefs,0,3,2,1,12,0.076923077,1.076923077,1,1,0.986024845,0,0.111111111,43,0.043
org.osgi.service.startlevel,0,1,0,1,4,0.2,0.8,1,1,1,0,1,12,0.012
org.osgi.service.url,0,4,0,3,4,0.428571429,0.571428571,1,1,0.998447205,1,1,100,0.1
org.osgi.util.tracker,0,2,1,4,7,0.363636364,0.363636364,1,1,0.986024845,0,0.111111111,505,0.505
